TimeStamp,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
307954.071,1.717391304,10.22826087,1.130434783,-100.1679389,8.488549618,20.01526718
307974.0601,1.619565217,10.2826087,1.75,-83.54198473,7.572519084,18.77862595
307994.0491,1.945652174,11.25,1.891304348,-70.79389313,4,18.04580153
308014.0381,2.510869565,11.92391304,2.054347826,-67.78625954,0.366412214,18.93129771
308034.0271,2.989130435,12.04347826,2.27173913,-70.71755725,-1.633587786,17.4351145
308054.0161,3.043478261,12.16304348,2.760869565,-74.82442748,-2.580152672,17.46564885
308074.0051,3.043478261,12.16304348,2.739130435,-64.33587786,-1.282442748,18.5648855
308093.9941,3.065217391,12.52173913,2.739130435,-66.53435115,-1.267175573,22.30534351
308113.9832,3.206521739,11.94565217,2.77173913,-63.08396947,1.06870229,23.81679389
308133.9722,3.434782609,11.43478261,3.054347826,-61.86259542,1.740458015,23.49618321
308153.9612,3.597826087,10.95652174,3.467391304,-48.47328244,-0.320610687,21.78625954
308173.9502,3.652173913,10.66304348,3.358695652,-32.58015267,-4.702290076,18.93129771
308193.9392,3.652173913,10.55434783,2.902173913,-17.11450382,-1.755725191,15.3129771
308213.9282,3.391304348,10.83695652,2.673913043,-14.58015267,3.679389313,11.34351145
308233.9172,3.054347826,10.73913043,3.217391304,-15.75572519,5.893129771,10.0610687
308253.9063,2.97826087,10.18478261,3.706521739,-12.61068702,3.679389313,9.465648855
308273.8953,3,9.673913043,3.804347826,-6,0.916030534,8.091603053
308293.8843,3.119565217,9.565217391,3.695652174,-2.732824427,0.564885496,6.366412214
308313.8733,3.315217391,9.869565217,3.630434783,-1.145038168,1.526717557,4.244274809
308333.8623,3.423913043,10.14130435,3.586956522,-1.236641221,3.175572519,2.79389313
308353.8513,3.565217391,10.19565217,3.934782609,-1.969465649,4.41221374,3.06870229
308373.8403,3.663043478,10.07608696,4.076086957,0.977099237,5.679389313,2.702290076
308393.8293,3.554347826,10.27173913,3.97826087,2,5.160305344,2.183206107
308413.8184,3.543478261,10.65217391,3.826086957,1.435114504,4.396946565,2.198473282
308433.8074,3.576086957,10.80434783,3.576086957,-3.358778626,5.435114504,2.106870229
308453.7964,3.52173913,11.10869565,3.489130435,-9.160305344,7.053435115,0.885496183
308473.7854,3.532608696,11.35869565,3.532608696,-10.54961832,7.190839695,-1.236641221
308493.7744,3.597826087,11.35869565,3.434782609,-12.16793893,8.916030534,-2.549618321
308513.7634,3.369565217,11.38043478,3.413043478,-10.83969466,12.1221374,-3.969465649
308533.7524,2.989130435,11.34782609,3.380434783,-11.20610687,12.19847328,-5.877862595
308553.7415,2.815217391,11.23913043,3.456521739,-7.435114504,8.244274809,-7.541984733
308573.7305,2.97826087,11.2173913,3.586956522,-0.351145038,1.557251908,-9.007633588
308593.7195,3.282608696,10.97826087,3.663043478,13.17557252,-1.129770992,-9.755725191
308613.7085,3.076086957,10.91304348,3.434782609,22.79389313,-1.938931298,-11.58778626
308633.6975,2.75,11.14130435,3.423913043,22.48854962,-3.007633588,-12.38167939
308653.6865,2.739130435,11.13043478,3.423913043,21.12977099,-5.114503817,-13.11450382
308673.6755,2.923913043,10.91304348,3.630434783,24.48854962,-9.435114504,-13.41984733
308693.6646,3.369565217,11.18478261,3.554347826,28.04580153,-12.50381679,-12.01526718
308713.6536,3.673913043,11.2173913,3.413043478,30.19847328,-11.67938931,-9.435114504
308733.6426,3.956521739,11.19565217,3.260869565,29.19083969,-8.366412214,-5.34351145
308753.6316,3.97826087,11.05434783,3.206521739,26.39694656,-4.320610687,-3.221374046
308773.6206,3.304347826,10.80434783,2.934782609,32.88549618,-5.72519084,-7.801526718
308793.6096,2.913043478,10.82608696,2.663043478,34.16793893,-3.480916031,-9.694656489
308813.5986,2.586956522,10.82608696,2.293478261,33.3129771,-0.549618321,-10.30534351
308833.5876,2.47826087,10.44565217,2.010869565,39.32824427,3.450381679,-10.67175573
308853.5767,2.532608696,10.33695652,1.543478261,44.88549618,6.503816794,-11.06870229
308873.5657,2.510869565,10.29347826,1.489130435,58.47328244,6.427480916,-13.55725191
308893.5547,2.456521739,10.36956522,1.217391304,67.03816794,5.083969466,-15.61832061
308913.5437,2.304347826,10.40217391,1.054347826,72.42748092,2.534351145,-17.3740458
308933.5327,2.163043478,10.67391304,1.141304348,74.5648855,1.34351145,-16.22900763
308953.5217,2.097826087,10.80434783,1.152173913,73.20610687,3.251908397,-13.78625954
308973.5107,2.22826087,11.11956522,0.967391304,76.59541985,7.58778626,-12.41221374
308993.4998,2.358695652,11.22826087,0.77173913,69.55725191,10.29007634,-13.60305344
309013.4888,2.25,11.16304348,0.673913043,60.24427481,8.091603053,-15.41984733
309033.4778,2.282608696,11.19565217,0.684782609,53.4351145,5.267175573,-14.19847328
309053.4668,2.326086957,11.30434783,0.619565217,49.48091603,4.610687023,-11.69465649
309073.4558,2.358695652,11.19565217,0.25,48.0610687,4.366412214,-10.6259542
309093.4448,2.467391304,11.19565217,-0.119565217,40.47328244,4.977099237,-8.564885496
309113.4338,2.510869565,11.01086957,-0.369565217,33.26717557,5.770992366,-7.847328244
309133.4229,2.358695652,10.84782609,-0.554347826,26.93129771,4.045801527,-7.34351145
309153.4119,2.152173913,10.84782609,-0.630434783,25.86259542,3.221374046,-7.267175573
309173.4009,2.054347826,10.7826087,-0.695652174,24.79389313,2.320610687,-6.839694656
309193.3899,2.02173913,10.68478261,-0.782608696,23.32824427,2.061068702,-6.305343511
309213.3789,2.010869565,10.64130435,-0.804347826,21.48091603,1.770992366,-5.633587786
309233.3679,2.043478261,10.5326087,-0.75,18.76335878,1.86259542,-5.129770992
309253.3569,2.141304348,10.35869565,-0.72826087,17.75572519,1.06870229,-4.351145038
309273.3459,2.510869565,10.17391304,-0.717391304,25.54198473,4.900763359,-5.282442748
309293.335,2.152173913,10.5,-0.717391304,21.84732824,1.664122137,-6.198473282
309313.324,2.097826087,10.4673913,-1.02173913,18.18320611,-1.297709924,-7.221374046
309333.313,1.989130435,10.32608696,-1.076086957,11.74045802,0.564885496,-6.167938931
309353.302,1.913043478,10.32608696,-1.163043478,10.03053435,1.709923664,-4.717557252
309373.291,1.858695652,10.20652174,-1.304347826,9.221374046,-0.473282443,-3.465648855
309393.28,1.891304348,10.11956522,-1.173913043,10.0610687,-0.687022901,-3.236641221
309413.269,1.826086957,10.10869565,-1.02173913,10.30534351,1.06870229,-2.381679389
309433.2581,1.782608696,10.20652174,-1.141304348,10.82442748,2.473282443,-1.328244275
309453.2471,1.684782609,10.51086957,-1.293478261,6.27480916,0.870229008,0.427480916
309473.2361,1.804347826,10.64130435,-1.315217391,-1.908396947,-0.381679389,2.229007634
309493.2251,1.880434783,10.65217391,-1.206521739,-5.435114504,0.595419847,2.167938931
309513.2141,1.913043478,10.72826087,-1.097826087,-7.099236641,1.938931298,1.709923664
309533.2031,1.956521739,10.79347826,-1.086956522,-8.458015267,1.755725191,1.282442748
309553.1921,2.043478261,10.69565217,-0.934782609,-9.465648855,0.641221374,1.618320611
309573.1812,2.130434783,10.52173913,-0.880434783,-8.244274809,-0.41221374,1.603053435
309593.1702,2.217391304,10.60869565,-0.923913043,-6.030534351,-0.015267176,1.572519084
309613.1592,2.195652174,10.61956522,-0.945652174,-4.152671756,0.076335878,1.389312977
309633.1482,2.141304348,10.65217391,-1.086956522,-4.015267176,0.458015267,1.190839695
309653.1372,2.076086957,10.56521739,-1.119565217,-5.58778626,0.992366412,0.305343511
309673.1262,2.010869565,10.35869565,-1.02173913,-6.534351145,1.312977099,-0.671755725
309693.1152,2,10.22826087,-0.869565217,-4.442748092,1.694656489,-1.770992366
309713.1042,1.956521739,10.26086957,-0.826086957,-1.984732824,1.847328244,-2.183206107
309733.0933,1.902173913,10.36956522,-0.880434783,-1.664122137,1.786259542,-1.938931298
309753.0823,1.913043478,10.41304348,-0.826086957,-1.893129771,1.832061069,-1.709923664
309773.0713,1.956521739,10.44565217,-0.75,-2.305343511,1.923664122,-1.694656489
309793.0603,1.956521739,10.45652174,-0.72826087,-1.694656489,2.091603053,-1.20610687
309813.0493,1.967391304,10.43478261,-0.72826087,-0.870229008,1.86259542,-1.236641221
309833.0383,1.989130435,10.51086957,-0.880434783,0.427480916,1.572519084,-1.312977099
309853.0273,2,10.60869565,-1,0.290076336,1.236641221,-1.877862595
309873.0164,1.934782609,10.66304348,-1.032608696,0.290076336,0.671755725,-1.938931298
309893.0054,1.847826087,10.7173913,-1.032608696,0,0.122137405,-1.312977099
309912.9944,2,10.69565217,-0.934782609,-3.786259542,-1.175572519,-0.366412214
309932.9834,1.967391304,10.44565217,-0.880434783,-4.320610687,-0.580152672,-0.122137405
309952.9724,1.97826087,10.5,-0.956521739,-4.244274809,0.687022901,-0.702290076
309972.9614,1.934782609,10.4673913,-0.934782609,-3.557251908,1.511450382,-1.221374046
309992.9504,1.891304348,10.47826087,-0.847826087,-3.083969466,2.442748092,-1.06870229
310012.9395,1.967391304,10.4673913,-0.804347826,-2.244274809,2.458015267,-1.267175573
310032.9285,1.956521739,10.55434783,-0.75,-0.992366412,2.488549618,-1.099236641
